
# Surface 0 of 1 surfaces

# Curve title: ""./data/MGFM-LS9-underwater_explosion-MUSCL-400-400-258-prims.dat" u 1:2:7"

# Contour 0, label:  6.5e+08
-0.0125  0.0936606  6.5e+08 
-0.0330816  0.0875  6.5e+08 
-0.0375  0.0858723  6.5e+08 
-0.0625  0.0700134  6.5e+08 
-0.0700134  0.0625  6.5e+08 
-0.0858723  0.0375  6.5e+08 
-0.0875  0.0330816  6.5e+08 
-0.0936606  0.0125  6.5e+08 
-0.0936606 -0.0125  6.5e+08 
-0.0875 -0.0330816  6.5e+08 
-0.0858723 -0.0375  6.5e+08 
-0.0700139 -0.0625  6.5e+08 
-0.0625 -0.0700139  6.5e+08 
-0.0375 -0.0858723  6.5e+08 
-0.0330816 -0.0875  6.5e+08 
-0.0125 -0.0936606  6.5e+08 
 0.0125 -0.0936606  6.5e+08 
 0.0330816 -0.0875  6.5e+08 
 0.0375 -0.0858723  6.5e+08 
 0.0625 -0.0700134  6.5e+08 
 0.0700134 -0.0625  6.5e+08 
 0.0858723 -0.0375  6.5e+08 
 0.0875 -0.0330816  6.5e+08 
 0.0936606 -0.0125  6.5e+08 
 0.0936606  0.0125  6.5e+08 
 0.0875  0.0330816  6.5e+08 
 0.0858723  0.0375  6.5e+08 
 0.0700134  0.0625  6.5e+08 
 0.0625  0.0700134  6.5e+08 
 0.0375  0.0858723  6.5e+08 
 0.0330816  0.0875  6.5e+08 
 0.0125  0.0936606  6.5e+08 
-0.0125  0.0936606  6.5e+08 


# Contour 1, label:    6e+08
-0.0625  0.139145  6e+08 
-0.0657894  0.1375  6e+08 
-0.0875  0.124911  6e+08 
-0.103263  0.1125  6e+08 
-0.1125  0.103263  6e+08 
-0.124911  0.0875  6e+08 
-0.1375  0.0657894  6e+08 
-0.139145  0.0625  6e+08 
-0.1472  0.0375  6e+08 
-0.151742  0.0125  6e+08 
-0.151742 -0.0125  6e+08 
-0.1472 -0.0375  6e+08 
-0.139145 -0.0625  6e+08 
-0.1375 -0.0657894  6e+08 
-0.124911 -0.0875  6e+08 
-0.1125 -0.103264  6e+08 
-0.103264 -0.1125  6e+08 
-0.0875 -0.124911  6e+08 
-0.0657894 -0.1375  6e+08 
-0.0625 -0.139145  6e+08 
-0.0375 -0.1472  6e+08 
-0.0125 -0.151742  6e+08 
 0.0125 -0.151742  6e+08 
 0.0375 -0.1472  6e+08 
 0.0625 -0.139145  6e+08 
 0.0657894 -0.1375  6e+08 
 0.0875 -0.124911  6e+08 
 0.103263 -0.1125  6e+08 
 0.1125 -0.103263  6e+08 
 0.124911 -0.0875  6e+08 
 0.1375 -0.0657894  6e+08 
 0.139145 -0.0625  6e+08 
 0.1472 -0.0375  6e+08 
 0.151742 -0.0125  6e+08 
 0.151742  0.0125  6e+08 
 0.1472  0.0375  6e+08 
 0.139145  0.0625  6e+08 
 0.1375  0.0657894  6e+08 
 0.124911  0.0875  6e+08 
 0.1125  0.103263  6e+08 
 0.103263  0.1125  6e+08 
 0.0875  0.124911  6e+08 
 0.0657894  0.1375  6e+08 
 0.0625  0.139145  6e+08 
 0.0375  0.1472  6e+08 
 0.0125  0.151742  6e+08 
-0.0125  0.151742  6e+08 
-0.0375  0.1472  6e+08 
-0.0625  0.139145  6e+08 


# Contour 2, label:  5.5e+08
-0.0625  0.194918  5.5e+08 
-0.0822113  0.1875  5.5e+08 
-0.0875  0.185426  5.5e+08 
-0.1125  0.1722  5.5e+08 
-0.126163  0.1625  5.5e+08 
-0.1375  0.153299  5.5e+08 
-0.153299  0.1375  5.5e+08 
-0.1625  0.126163  5.5e+08 
-0.1722  0.1125  5.5e+08 
-0.185426  0.0875  5.5e+08 
-0.1875  0.0822113  5.5e+08 
-0.194918  0.0625  5.5e+08 
-0.20083  0.0375  5.5e+08 
-0.204203  0.0125  5.5e+08 
-0.204203 -0.0125  5.5e+08 
-0.20083 -0.0375  5.5e+08 
-0.194918 -0.0625  5.5e+08 
-0.1875 -0.0822113  5.5e+08 
-0.185426 -0.0875  5.5e+08 
-0.172201 -0.1125  5.5e+08 
-0.1625 -0.126163  5.5e+08 
-0.1533 -0.1375  5.5e+08 
-0.1375 -0.1533  5.5e+08 
-0.126163 -0.1625  5.5e+08 
-0.1125 -0.172201  5.5e+08 
-0.0875 -0.185426  5.5e+08 
-0.0822113 -0.1875  5.5e+08 
-0.0625 -0.194918  5.5e+08 
-0.0375 -0.20083  5.5e+08 
-0.0125 -0.204203  5.5e+08 
 0.0125 -0.204203  5.5e+08 
 0.0375 -0.20083  5.5e+08 
 0.0625 -0.194918  5.5e+08 
 0.0822113 -0.1875  5.5e+08 
